1,208.65,6.28,433.15,70,1.3521
2,208.65,6.28,433.15,67,1.327
3,208.65,6.28,433.15,65,1.3095
4,208.65,6.28,433.15,62,1.2836
5,208.65,6.28,433.15,59,1.2579
6,208.65,6.28,433.15,56,1.2327
7,208.65,6.28,433.15,53,1.2076
8,208.65,6.28,433.15,50,1.183
9,208.65,6.28,433.15,47,1.1592
10,208.65,6.28,433.15,44,1.136
11,208.65,6.28,433.15,41,1.1136
12,208.65,6.28,433.15,38,1.0924
13,208.65,6.28,433.15,35,1.0724
14,208.65,6.28,433.15,32,1.0537
15,208.65,6.28,433.15,30,1.0422
16,208.65,6.28,433.15,28,1.0317
17,208.65,6.28,433.15,26,1.0219
18,208.65,6.28,433.15,24,1.013
19,208.65,6.28,433.15,22,1.0051
20,208.65,6.28,433.15,20,0.9978
21,208.65,6.28,433.15,18,0.9925
22,208.65,6.28,433.15,16,0.9875
23,208.65,6.28,433.15,14,0.9833
24,208.65,6.28,433.15,12,0.9794
25,208.65,6.28,443.15,70,1.3486
26,208.65,6.28,443.15,67,1.3241
27,208.65,6.28,443.15,65,1.3072
28,208.65,6.28,443.15,62,1.282
29,208.65,6.28,443.15,59,1.2569
30,208.65,6.28,443.15,56,1.2324
31,208.65,6.28,443.15,53,1.2079
32,208.65,6.28,443.15,50,1.1844
33,208.65,6.28,443.15,47,1.1612
34,208.65,6.28,443.15,44,1.1388
35,208.65,6.28,443.15,41,1.1172
36,208.65,6.28,443.15,38,1.0967
37,208.65,6.28,443.15,35,1.0772
38,208.65,6.28,443.15,32,1.0589
39,208.65,6.28,443.15,30,1.0477
40,208.65,6.28,443.15,28,1.0374
41,208.65,6.28,443.15,26,1.0278
42,208.65,6.28,443.15,24,1.0191
43,208.65,6.28,443.15,22,1.011
44,208.65,6.28,443.15,20,1.0034
45,208.65,6.28,443.15,18,0.9976
46,208.65,6.28,443.15,16,0.9921
47,208.65,6.28,443.15,14,0.9875
48,208.65,6.28,443.15,12,0.9829
49,208.65,6.28,453.15,70,1.3445
50,208.65,6.28,453.15,67,1.3207
51,208.65,6.28,453.15,65,1.3043
52,208.65,6.28,453.15,62,1.2799
53,208.65,6.28,453.15,59,1.2569
54,208.65,6.28,453.15,56,1.2317
55,208.65,6.28,453.15,53,1.208
56,208.65,6.28,453.15,50,1.1852
57,208.65,6.28,453.15,47,1.1629
58,208.65,6.28,453.15,44,1.1412
59,208.65,6.28,453.15,41,1.1202
60,208.65,6.28,453.15,38,1.1003
61,208.65,6.28,453.15,35,1.0813
62,208.65,6.28,453.15,32,1.0635
63,208.65,6.28,453.15,30,1.0524
64,208.65,6.28,453.15,28,1.0423
65,208.65,6.28,453.15,26,1.0328
66,208.65,6.28,453.15,24,1.0241
67,208.65,6.28,453.15,22,1.016
68,208.65,6.28,453.15,20,1.0083
69,208.65,6.28,453.15,18,1.0021
70,208.65,6.28,453.15,16,0.9959
71,208.65,6.28,453.15,14,0.9905
72,208.65,6.28,453.15,12,0.9851
73,229.05,7.76,387.15,54.09,1.1454
74,229.05,7.76,387.15,51,1.1161
75,229.05,7.76,387.15,48,1.0871
76,229.05,7.76,387.15,45,1.0587
77,229.05,7.76,387.15,42,1.0317
78,229.05,7.76,387.15,39,1.0058
79,229.05,7.76,387.15,36,0.9816
80,229.05,7.76,387.15,33,0.9595
81,229.05,7.76,387.15,30,0.9398
82,229.05,7.76,387.15,28,0.9283
83,229.05,7.76,387.15,26,0.9188
84,229.05,7.76,387.15,24,0.9102
85,229.05,7.76,387.15,22,0.9043
86,229.05,7.76,387.15,20,0.9006
87,229.05,7.76,387.15,18,0.899
88,229.05,7.76,387.15,16,0.8992
89,229.05,7.76,387.15,14,0.9023
90,229.05,7.76,387.15,12,0.9065
91,229.05,7.76,408.15,54.09,1.1496
92,229.05,7.76,408.15,51,1.1221
93,229.05,7.76,408.15,48,1.0957
94,229.05,7.76,408.15,45,1.0699
95,229.05,7.76,408.15,42,1.0454
96,229.05,7.76,408.15,39,1.0219
97,229.05,7.76,408.15,36,1.0003
98,229.05,7.76,408.15,33,0.9808
99,229.05,7.76,408.15,30,0.9632
100,229.05,7.76,408.15,28,0.9531
101,229.05,7.76,408.15,26,0.9443
102,229.05,7.76,408.15,24,0.9368
103,229.05,7.76,408.15,22,0.931
104,229.05,7.76,408.15,20,0.927
105,229.05,7.76,408.15,18,0.9247
106,229.05,7.76,408.15,16,0.9236
107,229.05,7.76,408.15,14,0.9253
108,229.05,7.76,408.15,12,0.9277
109,229.05,7.76,427.15,54.09,1.152
110,229.05,7.76,427.15,51,1.1272
111,229.05,7.76,427.15,48,1.1028
112,229.05,7.76,427.15,45,1.0791
113,229.05,7.76,427.15,42,1.0564
114,229.05,7.76,427.15,39,1.035
115,229.05,7.76,427.15,36,1.0148
116,229.05,7.76,427.15,33,0.9967
117,229.05,7.76,427.15,30,0.9802
118,229.05,7.76,427.15,28,0.9709
119,229.05,7.76,427.15,26,0.9624
120,229.05,7.76,427.15,24,0.9553
121,229.05,7.76,427.15,22,0.9494
122,229.05,7.76,427.15,20,0.9449
123,229.05,7.76,427.15,18,0.9419
124,229.05,7.76,427.15,16,0.9397
125,229.05,7.76,427.15,14,0.9398
126,229.05,7.76,427.15,12,0.9405
127,201.95,5.447,384.15,80,1.4499
128,201.95,5.447,384.15,77,1.421
129,201.95,5.447,384.15,74.33,1.3938
130,201.95,5.447,384.15,71,1.3605
131,201.95,5.447,384.15,68,1.3307
132,201.95,5.447,384.15,65,1.3006
133,201.95,5.447,384.15,62,1.2713
134,201.95,5.447,384.15,59,1.2412
135,201.95,5.447,384.15,56,1.2118
136,201.95,5.447,384.15,53,1.1828
137,201.95,5.447,384.15,50,1.1543
138,201.95,5.447,384.15,47,1.1262
139,201.95,5.447,384.15,44,1.0989
140,201.95,5.447,384.15,41,1.0726
141,201.95,5.447,384.15,38,1.0476
142,201.95,5.447,384.15,35,1.0241
143,201.95,5.447,384.15,32,1.0028
144,201.95,5.447,384.15,30,0.9895
145,201.95,5.447,384.15,28,0.9775
146,201.95,5.447,384.15,26,0.9668
147,201.95,5.447,384.15,24,0.9576
148,201.95,5.447,384.15,22,0.9498
149,201.95,5.447,384.15,20,0.9434
150,201.95,5.447,384.15,18,0.9392
151,201.95,5.447,384.15,16,0.9368
152,201.95,5.447,384.15,14,0.9359
153,201.95,5.447,384.15,12,0.9373
154,201.95,5.447,404.95,80,1.4333
155,201.95,5.447,404.95,77,1.406
156,201.95,5.447,404.95,74.33,1.3806
157,201.95,5.447,404.95,71,1.3495
158,201.95,5.447,404.95,68,1.3214
159,201.95,5.447,404.95,65,1.2934
160,201.95,5.447,404.95,62,1.2661
161,201.95,5.447,404.95,59,1.2381
162,201.95,5.447,404.95,56,1.211
163,201.95,5.447,404.95,53,1.1838
164,201.95,5.447,404.95,50,1.1576
165,201.95,5.447,404.95,47,1.1318
166,201.95,5.447,404.95,44,1.1067
167,201.95,5.447,404.95,41,1.0826
168,201.95,5.447,404.95,38,1.0594
169,201.95,5.447,404.95,35,1.0378
170,201.95,5.447,404.95,32,1.0182
171,201.95,5.447,404.95,30,1.006
172,201.95,5.447,404.95,28,0.9951
173,201.95,5.447,404.95,26,0.9851
174,201.95,5.447,404.95,24,0.9764
175,201.95,5.447,404.95,22,0.969
176,201.95,5.447,404.95,20,0.9629
177,201.95,5.447,404.95,18,0.9585
178,201.95,5.447,404.95,16,0.9547
179,201.95,5.447,404.95,14,0.9522
180,201.95,5.447,404.95,12,0.9522
181,201.95,5.447,423.15,80,1.4208
182,201.95,5.447,423.15,77,1.3949
183,201.95,5.447,423.15,74.33,1.3706
184,201.95,5.447,423.15,71,1.3412
185,201.95,5.447,423.15,68,1.3143
186,201.95,5.447,423.15,65,1.2881
187,201.95,5.447,423.15,62,1.2622
188,201.95,5.447,423.15,59,1.236
189,201.95,5.447,423.15,56,1.2104
190,201.95,5.447,423.15,53,1.1851
191,201.95,5.447,423.15,50,1.1605
192,201.95,5.447,423.15,47,1.1365
193,201.95,5.447,423.15,44,1.1133
194,201.95,5.447,423.15,41,1.0907
195,201.95,5.447,423.15,38,1.0693
196,201.95,5.447,423.15,35,1.0492
197,201.95,5.447,423.15,32,1.0306
198,201.95,5.447,423.15,30,1.0192
199,201.95,5.447,423.15,28,1.0087
200,201.95,5.447,423.15,26,0.999
201,201.95,5.447,423.15,24,0.9906
202,201.95,5.447,423.15,22,0.983
203,201.95,5.447,423.15,20,0.9764
204,201.95,5.447,423.15,18,0.9711
205,201.95,5.447,423.15,16,0.9666
206,201.95,5.447,423.15,14,0.963
207,201.95,5.447,423.15,12,0.9618
